QGC WPL 110
0	1	0	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.173987524	50.00000	1	
1	0	3	16	15.000000	0.000000	0.000000	0.000000	-35.363979639	149.17278957	50.00000	1	
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.171591615	50.00000	1	
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.170393661	50.00000	1	
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.170393661	50.00000	1	
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.170393661	50.00000	1	
6	0	3	16	2.000000	-1.000000	0.000000	0.000000	-35.363979639	149.169195707	50.00000	1	
7	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.167997753	50.00000	1	
8	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.169195707	50.00000	1	
9	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.167997753	50.00000	1	
10	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.169195707	50.00000	1	
11	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.169195707	50.00000	1	
12	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.167997753	50.00000	1	
13	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.166799798	50.00000	1	
14	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.166799798	50.00000	1	
15	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.167997753	50.00000	1	
16	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.166799798	50.00000	1	
17	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.166799798	50.00000	1	
18	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.165601844	50.00000	1	
19	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363979639	149.166799798	50.00000	1	
